ID,GUID,Model ID,Modified,USN,Tags,Fields,Sort Field
1627833603818,L?o[z?Y]C6,1625307584571,1627833603,194,,Most testicular tumours are what? | Malignant germ cells tumours&nbsp;,Most testicular tumours are what?
1627833699016,dx#:yA&Sg0,1625307584571,1627833699,194,,"In embryonal carcinoma, it is a malignant tumour that is made of what?<br><br>What would you see if you were to open it up?&nbsp; | Immature primitive cells that may produce glands&nbsp;<br><br>Hemorrhagic mass with necrosis&nbsp;","In embryonal carcinoma, it is a malignant tumour that is made of what?What would you see if you were to open it up? "
1627833733515,ENiDORV8%O,1625307584571,1627833733,194,,"With an embryonal carcinoma in the testicle, what might be elevated? | AFP or beta hCG&nbsp;","With an embryonal carcinoma in the testicle, what might be elevated?"
1627833886190,"g^34V,Y>4`",1625307584571,1627833886,194,,"With a yolk sac tumour in the testicle, this is the most common tumour in which demographic?&nbsp;<br><br>What would be seen on histology and what would be produced?&nbsp; | In children&nbsp;<br><br>Glomeruloid like structures and AFP&nbsp;","With a yolk sac tumour in the testicle, this is the most common tumour in which demographic? What would be seen on histology and what would be produced? "
1627833986777,M.^n%6#bf0,1625307584571,1627833986,194,,Choriocarcinoma is a malignant tumour of which cells?<br><br>What is elevated?&nbsp;<br><br>Unique feature about this?&nbsp; | Syncitiotrophoblasts and cytotrophoblasts&nbsp;<br><br>beta hCG&nbsp;<br><br>This beta hCG could bind to FSH or LH receptors or TSH causing hyeprthyroidism or gynecomastia&nbsp;,Choriocarcinoma is a malignant tumour of which cells?What is elevated? Unique feature about this? 
1627834008983,h<N|<3o}FN,1625307584571,1627834008,194,,Difference between teratoma in males and females? | Benign in females&nbsp;<br><br>Malignant in males&nbsp;,Difference between teratoma in males and females?
1627834063435,"yVRqm,O0gU",1625307584575,1627834063,194,,Germ cell tumours are usually&nbsp;{{c1::mixed}}. Prognosis is based on the&nbsp;{{c1::worst component}} | ,Germ cell tumours are usually {{c1::mixed}}. Prognosis is based on the {{c1::worst component}}
1627834184791,j0FzjmEt&j,1625307584571,1627834184,194,,What are sex cord stromal tumours?<br><br>In the case of the testicle?&nbsp; | Tumours that resemble sex cord stromal tissue - usually benign&nbsp;<br><br>Leydig cells - produce androgen causing precocious puberty or gynecomastia in adults&nbsp;,What are sex cord stromal tumours?In the case of the testicle? 
1627834249320,b(%dGYx|NU,1625307584571,1627834249,194,,What is the most common cause of a testicular mass in males&gt;60? | Lymphoma - diffuse large B cell type&nbsp;,What is the most common cause of a testicular mass in males>60?
1627837173735,ke.KI$9|c-,1625307584571,1627837197,196,,"Draw where the prostate is in terms of anatomy&nbsp;<br><br>Its relation with the rectum?&nbsp; | <img src=""paste-4b6e752c996954b386182ab7f26d1954a89cb943.jpg""><br><br>Therefore palpable on a digital rectal exam&nbsp;<br>",Draw where the prostate is in terms of anatomy Its relation with the rectum? 
1627837249091,c)BrA[xuZ!,1625307584571,1627837249,196,,"What does the prostate consist of?<br><br>What is the function of the prostate? | Glands and stroma&nbsp;<br><br>Glands produce this alkaline, milky fluid that is added to sperm&nbsp;",What does the prostate consist of?What is the function of the prostate?
1627837309215,OPH5QUeG3},1625307584571,1627837309,196,,The glands and stroma of the prostate are maintained by what?&nbsp; | Androgens&nbsp;,The glands and stroma of the prostate are maintained by what? 
1627837390591,"KO;g,EZkvC",1625307584571,1627839043,196,,"With acute prostatis, there is acute inflammation of the prostate due to what?<br><br>In young adults? In older people?&nbsp; | Bacteria - like chlamydia trachomatis and Neisseria gonorrhoeae in young adults&nbsp;<br><br>E. Coli and Pseudomonas in older adults - from UTIs&nbsp;","With acute prostatis, there is acute inflammation of the prostate due to what?In young adults? In older people? "
1627837448136,O2|=76XvN(,1625307584571,1627837448,196,,"With acute prostatitis and chronic prostatitis, prostatic secretions would show what?<br><br>What would be different?&nbsp; | WBCs&nbsp;<br><br>With acute prostatitis, culture reveals bacteria while in chronic prostatitis, cultures are negative&nbsp;","With acute prostatitis and chronic prostatitis, prostatic secretions would show what?What would be different? "
1627837466617,k<!SYy[[_b,1625307584571,1627837466,196,,"In BPH, there is hyperplasia of what?&nbsp; | The stroma and the glands&nbsp;","In BPH, there is hyperplasia of what? "
1627837509689,gyP@U>063C,1625307584571,1627837509,196,,What is the most common reason for BPH?<br><br>Does it increased the risk of cancer?&nbsp; | Age related change (present in most men by the age of 60)&nbsp;<br><br>No - note this is important since usually hyperplasia would mean you would be more likely to get cancer&nbsp;,What is the most common reason for BPH?Does it increased the risk of cancer? 
1627837642512,HUBnYZ_k#=,1625307584571,1627837642,196,,"What hormone is BPH related with?<br><br>What is the current theory with it with this hormone?&nbsp; | Dihydrotestosterone (DHT)&nbsp;<br><br>In the stromal cells, there is 5 alpha reductase which conerts the testosterone in DHT. This DHT acts on the androgen receptor of stromal cells causing hyperplastic nodules&nbsp;",What hormone is BPH related with?What is the current theory with it with this hormone? 
1627837668713,h<A.:T%tdb,1625307584571,1627837668,196,,Where in the prostate does BPH occur? | Periurethral zone - so more likely to cause symptoms&nbsp;,Where in the prostate does BPH occur?
1627837741279,vnb@0)u3n|,1625307584571,1627837864,196,,"What might happen to the bladder as a result of the BPH? | Hypertrophy of the muscles in the bladder and there could be impaired bladder emptying and then an increased risk for infection and hydronephrosis (narrow lumen means greater pressure) -&gt; increased pressure&nbsp;<br><br><img src=""paste-be5ce5e0596fc49d638f5479187d53e2fa58b247.jpg"">",What might happen to the bladder as a result of the BPH?
1627837941315,mD:>abaDHe,1625307584571,1627837941,196,,"With BPH, what symptoms might patient have with urination? | Problems starting and stopping urine stream&nbsp;","With BPH, what symptoms might patient have with urination?"
1627837987343,A<8O{7@;%T,1625307584571,1627837987,196,,Why is the PSA slightly elevated with BPH?&nbsp; | Increased number of glands - PSA is made by the glands&nbsp;,Why is the PSA slightly elevated with BPH? 
1627838109216,yc=ty8Vc>6,1625307584571,1627838177,196,,What is the treatment for BPH?<br><br>How can this hit two birds with one stone?&nbsp; | alpha 1 antagonist - relaxes the smooth muscle&nbsp;<br><br>if the patient also has hypertension - then boom&nbsp;<br><br><br>5 alpha reductase inhibitors - prevents testosterone to DHT which is presumably driving this hyperplasia&nbsp;<br>,What is the treatment for BPH?How can this hit two birds with one stone? 
1627838143539,-Z-6iJbx6,1625307584571,1627838143,196,,"If they don't have high blood pressure, then what treatment can be given for BPH? | Selective alpha-1A antagonists - so none of that alpha 1b antagonist effects&nbsp;","If they don't have high blood pressure, then what treatment can be given for BPH?"
1627838208882,F4}Y.gE<89,1625307584575,1627838208,196,,Prostatic cancer is most often clinically&nbsp;{{c1::silent}} | ,Prostatic cancer is most often clinically {{c1::silent}}
1627838355740,dK(kR;pKtI,1625307584571,1627838355,196,,Where does the prostatic adenocarcinoma usaully arise in the prostate gland? | More peripherally - therefore clinically silent&nbsp;,Where does the prostatic adenocarcinoma usaully arise in the prostate gland?
1627838376419,N_W*iA23&x,1625307584571,1627838376,196,,Screening for prostate adenocarcinoma begins at 50 with what? | PSA and DRE&nbsp;,Screening for prostate adenocarcinoma begins at 50 with what?
1627838395921,Pt`x%RO)o5,1625307584571,1627838395,196,,Why does a DRE work for screening for prostate carcinoma? | Since the adenocarcinoma usually grows in the periphery&nbsp;,Why does a DRE work for screening for prostate carcinoma?
1627838416177,scMBui_Ua(,1625307584571,1627838422,196,,Normal serum PSA increass with age due to what? | BPH&nbsp;,Normal serum PSA increass with age due to what?
1627838454057,dL*ayi@yD8,1625307584571,1627838454,196,,There is increased of which type of PSA with cancer? | Increase in bound PSA - so there might be a decrease in the free PSA&nbsp;,There is increased of which type of PSA with cancer?
1627838505551,BWYTC3!|f8,1625307584571,1627896678,205,,"Prostatic biopsy for someone with prostate adenocarcinoma would show what on histology? | Prominent nucleoli&nbsp;<br><br><img src=""paste-f473d5b26b3f825e5e75c7c72b204f4c78c967f6.jpg"">",Prostatic biopsy for someone with prostate adenocarcinoma would show what on histology?
1627838561293,PI=wn/n^U2,1625307584571,1627838561,196,,What system is used to grade the prostatic cancer?<br><br>How is it scored?&nbsp; | Gleason grading system (using architecture)&nbsp;<br><br>Scoring two distinct areas - high score suggests worst prognosis&nbsp;,What system is used to grade the prostatic cancer?How is it scored? 
1627838601756,h=gIXz_CiK,1625307584571,1627838601,196,,"With prostate adenocarcinoma, it often spreads where?<br><br>What results are there from this?&nbsp; | To the lumbar spine or pelvis&nbsp;<br><br>It is osteoblastic - which means there is sclerosis rather than lytic lesions&nbsp;","With prostate adenocarcinoma, it often spreads where?What results are there from this? "
1627838632394,t6cqjGKxF0,1625307584571,1627839391,196,,What does an increased alkaline phosphatase and PSA show? | Increased osteoblast from a metastasis to the lumbar spine from a prostatic adenocarcinoma&nbsp;<br><br>Alkaline phosphatase raised with osteoblasts&nbsp;,What does an increased alkaline phosphatase and PSA show?
1627838737521,PbXrzRv7r6,1625307584571,1627838737,196,,"For localised prostate adenocarcinoma, what is performed?<br><br>Advanced disease is treated with what? For what purpose?&nbsp; | Prostatectomy&nbsp;<br><br>Hormone suppression - reduce testosterone (since this prostate is androgen dependent) so GnRH analogues (shuts down anterior pituitary LH and FSH)&nbsp;","For localised prostate adenocarcinoma, what is performed?Advanced disease is treated with what? For what purpose? "
1627847467647,thH@Ij53pZ,1625307584571,1627847467,199,,"Thiazide diuretics act on where? | Act on the distal convoluted tubule - look on the map&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Thiazide diuretics act on where?
1627847584572,i(z$]7N=W3,1625307584571,1627847584,199,,"Describe the normal absorption of sodium in the DCT?<br><br>What other ion is absorbed here?&nbsp; | Think about the guy scraping salt - absorption of sodium and chloride on the apical surface of the membrane&nbsp;<br><br>Think about the calcium kid on the slide - calcium ions mediated by PTH&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Describe the normal absorption of sodium in the DCT?What other ion is absorbed here? 
1627847656788,m4nJ/o(3}!,1625307584571,1627847656,199,,"What do thiazide diuretics do?<br><br>What is their effect on calcium?&nbsp; | They inihibit NaCl reabsorption at the apical membrane - leading to natriuresis&nbsp;<br><br>Enhances the calcium absorption - think of it as they want to maintain that positive charge within the cell since sodium is not being absorbed&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",What do thiazide diuretics do?What is their effect on calcium? 
1627847701770,"C,]>w^lekp",1625307584571,1627847701,199,,"What can thiazide diuretics be used to treat?&nbsp; | Think of the high pressure pipes - HTN&nbsp;<br><br>Think of guy with balloons - heart failure&nbsp;<br><br>Also think of the peeing fountain - for diabetes insipidus&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",What can thiazide diuretics be used to treat? 
1627847747490,I`KPCvI:;~,1625307584571,1627847747,199,,How do thiazide works for diabetes insipidus? | Quite paradoxical since lots of fluid being lost - but with a thiazide diuretic - causes hypovolemic activation so that more sodium and water can be reabsorbed at the PCT&nbsp;,How do thiazide works for diabetes insipidus?
1627847807754,"J,d3|dp+;v",1625307584571,1627847807,199,,"Thiazide diuretics can be used to prevent what form forming and why? | Since they increase calcium reabsorption - leads to hypocalciuria - so less calcium in the urine - common are calcium oxalate and calcium phosphate stones&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Thiazide diuretics can be used to prevent what form forming and why?
1627847879369,j(?OD;KZ+p,1625307584571,1627847879,199,,"Adverse effects of the thiazide diuretics?&nbsp; | Think about the kids on the high board - this is a high board so high levels of sugar - hyperglycemia&nbsp;<br>with butter - hyperlipidemia&nbsp;<br><br>Hyperuricemia - kinitting since so bored in the queue&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Adverse effects of the thiazide diuretics? 
1627847909535,h@;p]1]l5a,1625307584571,1627847909,199,,"Hyperuricemia with loop diuretics and thiazide diuretics are for what reason? | basically hypovolemia means more reabsorption of uric acid in the PCT<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Hyperuricemia with loop diuretics and thiazide diuretics are for what reason?
1627847959252,Atko%J(8dQ,1625307584571,1627852394,203,,"Thiazide diuretics can increase the levels of what drug if coadministered? | Can increase lithium levels - think of the lifiting lithium on the balloon -&gt; important for treatment of manic episodes since increases half life&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Thiazide diuretics can increase the levels of what drug if coadministered?
1627847979334,MwUO]RC_%g,1625307584571,1627847995,199,,"Thiazide diuretics effect on potassium? | Leads to hypokalemia - since mroe sodium delivery to the collecting duct&nbsp;<br><br>Could also lead to hyponatremia&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Thiazide diuretics effect on potassium?
1627848030951,uxdvy&Jl_/,1625307584571,1627848030,199,,"What type of drugs are thiazide diuretics? | Think about the rotten eggs being thrown again - these are sulfur drugs&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",What type of drugs are thiazide diuretics?
1627848077517,Mf[c>O3C0O,1625307584571,1627848077,199,,"Effect of thiazide diuretics on the acid/base balance? | Alkalosis - since decreased volume - leads to increased aldosterone - increased Na+/H+ so increased H+ excertion&nbsp;<br><br><img src=""paste-2cf2f21149c954fea15c75c24f2ce1dc21ba37e9.jpg"">",Effect of thiazide diuretics on the acid/base balance?
1627850757897,rdFIJ:Cn&N,1625307584571,1627850757,201,,"Comparison between obstructive and restrictive lung diseases? | <div>In obstructive lung disease - can't get the air out</div>
<div>In restrictive lung disease - can't get the air in</div>",Comparison between obstructive and restrictive lung diseases?
1627850768438,n%.:L0oPUD,1625307584571,1627850768,201,,FEV1/FVC ratio for restrictive | So can get the air out quite easily - due to the recoil<br><br>Increased ratio&nbsp;,FEV1/FVC ratio for restrictive
1627850777391,QVB{:1;]*E,1625307584571,1627851792,202,,Reason for why the FEV1 remains failry high for restrictive diseases | Recoil of the fibrous tissue,Reason for why the FEV1 remains failry high for restrictive diseases
1627850811405,eb`m[ekTn#,1625307584571,1627850811,201,,"Restrictive disease is most commonly due to what? | Interstitial disease&nbsp;<br><br><img src=""paste-6c2842e66ffadbe8365ea4eb10691a444030337b.jpg"">",Restrictive disease is most commonly due to what?
1627850820713,j9Yc$VAW^],1625307584571,1627850820,201,,Obesity and restrictive disease? | with obesity - in order for air to get in - prevents lung from expanding to get the air in the first place,Obesity and restrictive disease?
1627850830079,HLM86s-Btx,1625307584571,1627850830,201,,"With idiopathic pulmonary fibrosis, it is likely due to what releassed from injured pneumocytes? | TGF-beta which induces the fibrosis","With idiopathic pulmonary fibrosis, it is likely due to what releassed from injured pneumocytes?"
1627850848443,"mzl,^NX5,8",1625307584571,1627850848,201,,"In idiopathic pulmonary fibrosis, there is fibrosis of what?<br><br>Why is this a problem&nbsp; | Lung interstitium - i.e. the alveolar walls - need to be thin<br><br>Walls need to be thin to allow O2 to diffuse in&nbsp;","In idiopathic pulmonary fibrosis, there is fibrosis of what?Why is this a problem "
1627850854807,O:4}6~w};S,1625307584571,1627852123,202,,Pneumoconioses is when there is interstitial fibrosis due to what? | Occupational exposure - exposure to small particles,Pneumoconioses is when there is interstitial fibrosis due to what?
1627850870373,zS2-W>n>S5,1625307584571,1627850870,201,,Why small particles for pneumoconioses? | If it were large particles - then they would be filtered by the mucous,Why small particles for pneumoconioses?
1627850896007,"Dq,C>sFuKE",1625307584571,1627850896,201,,"Mild exposure to carbon in polllution leads to what in the macrophages? | Anthracosis - carbon laden macrophages<br><br><img src=""pathology_anthracosis10x01.jpg"">",Mild exposure to carbon in polllution leads to what in the macrophages?
1627850913802,"HcssW{#,g+",1625307584571,1627850913,201,,Silica impairs formation of what? <br><br>This increases the risk for what? | Phagolysosome - Tb - which is why it affects the upper lobes of the lung (from secondary Tb) maybe&nbsp;,Silica impairs formation of what? This increases the risk for what?
1627850922341,z+|H:qos&4,1625307584571,1627850922,201,,"Beryllium is often used in which industry? It has a very similar presentation to what? | <div>Used in aerospace</div>
<div>noncaseating granulomas - very similar to sarcoidosis</div>",Beryllium is often used in which industry? It has a very similar presentation to what?
1627850943295,LFLu-Q]`)p,1625307584571,1627850943,201,,"Asbestos increases the risk of what? | <div>just remember increases risk of fibrosis of the lung and pleura</div>
<div>Increases the risk of cancer of the lung and pleura<br><br>More squamous cell carcinoma than mesothelioma&nbsp;</div>",Asbestos increases the risk of what?
1627850952224,YX&5R&T-K,1625307584571,1627850952,201,,How can you confirm asbestos exposure? | Asbestos bodies - accumulation of iron,How can you confirm asbestos exposure?
1627850959457,MV?{*S64HZ,1625307584571,1627850959,201,,Characteristic of sarcoidosis | Noncaseating granulomas in multiple organs - seen with African american femalse,Characteristic of sarcoidosis
1627850967305,y^H;(Aba1h,1625307584571,1627850967,201,,Sarcoidosis can also mimic which autoimmune condition? | Sjogrens syndrome - can't chew a cracker and dirt in my eyes,Sarcoidosis can also mimic which autoimmune condition?
1627850974407,hQ>sA4aPsu,1625307584571,1627850974,201,,Where do the granulomas most commonly affect? | lung and the hilar lymph nodes - which is what leads to the interstitial fibrosis,Where do the granulomas most commonly affect?
1627850981872,E8ff5Ff#UR,1625307584571,1627850981,201,,Relationship between calcium and noncaseating granulomas? | The epithelioid histiocytes have alpha 1 hydroxylase - which converts vitamin D into active vitamin D,Relationship between calcium and noncaseating granulomas?
1627850990739,xVx~]+[k@K,1625307584571,1627850990,201,,"In pulmonary hypertension, there is a pressure of what in the pulmonary circuit? | &gt;25 mmHg - usually around about 10 mmHg","In pulmonary hypertension, there is a pressure of what in the pulmonary circuit?"
1627851015213,Gs^=@is.*k,1625307584571,1627851015,201,,What could happen happen in the pulmonary trunnk that could lead to pulmonary HTN? | Atherosclerosis&nbsp;,What could happen happen in the pulmonary trunnk that could lead to pulmonary HTN?
1627851044263,ra4ERl4|GD,1625307584571,1627851044,201,,High yield - what sort of lesions are seen in pulmonary HTN? | Plexiform lesions,High yield - what sort of lesions are seen in pulmonary HTN?
1627851051008,B}u!@{ffM3,1625307584571,1627851051,201,,High yield - what symptom do patients present with pulmonary hypertension? | Exertional dyspnoea - they have shortness of breath during physical activity,High yield - what symptom do patients present with pulmonary hypertension?
1627851079274,hEx^qASSO|,1625307584571,1627851079,201,,Primary cause of pulmonary HTN - high yield | BMPR2 mutation - bumper 2,Primary cause of pulmonary HTN - high yield
1627851093014,Dua<&ebvpE,1625307584571,1627851366,201,,Secondary causes of pulmonary HTN? | Cor pulmonale - like from COPD (usually just hypoxemia)&nbsp;<br>,Secondary causes of pulmonary HTN?
1627851130039,u}ELky#HI[,1625307584571,1627851130,201,,"In acute respiratory distress syndrome, draw what happens in terms of the blood vessel and the alveoli? | Damage to the alveolar capillary interface which causes protein rich fluid to leak into the alveoli which then forms these hyaline membranes<br><br><img src=""paste-aeb2a6340dfd5b95e055cd98aaed4c860baf313d.jpg"">","In acute respiratory distress syndrome, draw what happens in terms of the blood vessel and the alveoli?"
1627851150273,ct+^LlUUcG,1625307584571,1627851150,201,,"Which cells become damaged in respiratory distress syndrome?&nbsp; | <div>Alveoli - now quite thick so hard for oxygen to diffuse across</div>
<div>Also there is damage to the type II pneumocytes which means less surfactant - which ultimately leads to collapse of the alveoli</div>",Which cells become damaged in respiratory distress syndrome? 
1627851158514,e&`<n;#)8[,1625307584571,1627851158,201,,"In all the different etiologies that leads to the respiratory distress syndrome, it always involves damage to which cells? | Type I and Type II pneumocytes - since there is damage tothe type II pneumocytes - can cause decreaesd surfactant production which leads to collapse of the alveoli","In all the different etiologies that leads to the respiratory distress syndrome, it always involves damage to which cells?"
1627851167157,"F9w,Etl?n-",1625307584571,1627851167,201,,Where is surfactant produced? | Type 2 pneumocytes,Where is surfactant produced?
1627851175595,wf8y5sm`;#,1625307584571,1627851175,201,,"Purpose of surfactant? - explain the principle | <div>Imagine getting a young child to blow a balloon - its very difficult right</div>
<div>Say now that i blow a bit - they often can blow the rest of the balloon</div>
<div>Same prinicple with the alveoli - so when we expire, the surfactant keeps the alveoli open despite us forcing the air out so it is easier to inhale</div>",Purpose of surfactant? - explain the principle
1627851185124,y<DUBl`gm[,1625307584571,1627851185,201,,"if there is a lack of surfactant, what does this lead to? | Collapse of the alveolar air sacs","if there is a lack of surfactant, what does this lead to?"
1627851192107,;K{Qz2LlM,1625307584571,1627851192,201,,"In neonatal respiratory distress syndrome, there is respiratory distress due to what? | Decreased surfactant - makes it much harder to breathe","In neonatal respiratory distress syndrome, there is respiratory distress due to what?"
1627851202041,"MaZ>~,BZUo",1625307584571,1627851202,201,,"Explain why prematurity can lead to neonatal respiratory distress syndrome? How can we screen? | <div>surfactant production produed at around 28-34 weeks</div>
<div>Screen by looking at lecithin levels produced L:S ratio - should be more than 2</div>",Explain why prematurity can lead to neonatal respiratory distress syndrome? How can we screen?
1627851214456,O-ob~!Nb|v,1625307584571,1627851214,201,,"Explain why maternal diabetes can lead to neonatal distress syndrome | In maternal diabetes, increased glucose - increased exposure to the fetus - has a pancreas that can producie insulin which inhibits the production of surfactant",Explain why maternal diabetes can lead to neonatal distress syndrome
1627851222941,n8d$)]B2JE,1625307584571,1627851222,201,,"What might we see in a patient with neonatal respiratory distress syndrome? | <div>Increased respiratory effort after birth</div>
<div>Tachypnea with use of accessory muscles</div>
<div>Increased granularity of the lung</div>",What might we see in a patient with neonatal respiratory distress syndrome?
1627851238791,r_KslfNPK2,1625307584571,1627851238,201,,"Due to the hypoxemia from neonatal respiratory distress syndrome, which vessel will remain open? | Ductus arteriosus - might have a patent ductus arteriosus","Due to the hypoxemia from neonatal respiratory distress syndrome, which vessel will remain open?"
1627851257789,KA?`M4$r5=,1625307584571,1627851257,201,,Supplemental oxygen might lead to what for neonatal respiratory distress syndrome? | Blindness - due to free radical injury to the retina,Supplemental oxygen might lead to what for neonatal respiratory distress syndrome?
1627851267123,ky?tW$bII_,1625307584571,1627851267,201,,How does radon form? | Radioactive decay of uranisum - accumulates in closed spaces like basements,How does radon form?
1627851276924,p::B4Q!n2t,1625307584571,1627851401,201,,Imaging for lung cancer might identify what? What is the first thing to do? | Solitary nodule ('coin lesion' )<br><br>Biopsy&nbsp;,Imaging for lung cancer might identify what? What is the first thing to do?
1627851413670,LtWCUi7@yI,1625307584571,1627851413,201,,"With sarcoidosis, there would be elevated levels of what? | ACE&nbsp;<br><br>And might also present with a cough&nbsp;","With sarcoidosis, there would be elevated levels of what?"
1627851428342,"s3,]}DH.)`",1625307584571,1627851428,201,,"Examples of benign lesions in the lung? | <div>Granulomas from histoplasma or Tb</div>
<div>Bronchial hamartoma</div>",Examples of benign lesions in the lung?
1627851440953,w5N0PW{sM6,1625307584571,1627851440,201,,"Categories of lung cancer? How can we remember the treatments? | <div>Small cell carcinoma - usually not amenable by surgery (too small) - have to start on chemo straight away</div>
<div>Large cell carcinoma - usually amenable after surgery - adenocarcinoma, squamous cell carcinoma and large cell neuroendocrine carcinoma</div>",Categories of lung cancer? How can we remember the treatments?
1627851453172,M[SQ5Z6+8f,1625307584571,1627851453,201,,"How to remember small cell carcinoma | Poorly differentiated small cells in male Smokers, Sentral, neoplastic Syndrome with ADH and ACTH being produced",How to remember small cell carcinoma
1627851464291,rN3F9~#C{9,1625307584571,1628507264,311,,Lung Adenocarcinoma features | Will see glands and mucin - most common tumour in non smokers and female smokers and is peripheral<br>,Lung Adenocarcinoma features
1627851472467,yGjqb1i#lm,1625307584571,1627851472,201,,"Squamous cell carcinoma features | <div>Again another S</div>
<div>Smokers, Sentral, produce PTH causing paraneoplastic SYndrome</div>",Squamous cell carcinoma features
1627851478570,fh=$adz|}>,1625307584571,1627851478,201,,Immunohistochemical staining for carcinoid tumour? | Chromogranin positive - polyp in the bronchus,Immunohistochemical staining for carcinoid tumour?
1627851485892,pXy?wojrx#,1625307584571,1627851485,201,,Lung cancer might obstruct the SVC which leads to what? | distended head and neck veins,Lung cancer might obstruct the SVC which leads to what?
1627851503130,x@No5YV3Q*,1625307584571,1627851503,201,,Pancoast tumour could lead to what?&nbsp; | Horner syndrome - compresses the sympathetic chain&nbsp;,Pancoast tumour could lead to what? 
1627851511074,l/8yx#Aneu,1625307584571,1627851511,201,,A unique site of metastasis for lung cancer | Adrenal glands,A unique site of metastasis for lung cancer
1627851518314,P#9t2$eH2S,1625307584571,1627851518,201,,PDL1 expression can allow for what treatment? | potential immunotherapy (pemrbrolizumab) - in non small cell carcinoma,PDL1 expression can allow for what treatment?
1627851578632,bcn#_?b$N?,1625307584571,1627851578,201,,"Describe the normal physiology of the pleura | <img src=""paste-d466093df02154dbecbc07cf19a38f6c21ea938f.jpg""><br><br>Visceral and parietal pleura separated by pleural fluid&nbsp;",Describe the normal physiology of the pleura
1627851586564,oXa@7SY&+t,1625307584571,1627851586,201,,What cells line the pleura? | Mesothelium,What cells line the pleura?
1627851595957,ht_~7ceA/I,1625307584571,1627851595,201,,Spontaneous pneumothora feature | Burst of the emphymatous bleb - lung collapses,Spontaneous pneumothora feature
1627851619607,bc*9/QuwJD,1625307584571,1627851619,201,,"Draw what happens in a tension pneumothorax - explain it | <div>Air enters but cannot leave which keeps on compressing the lung and shifts the trachea</div>
<div>like pumping air into a basketball<br><br><img src=""paste-9820fa70c0adc6540ea71401894973ba75918fe1.jpg""><br></div>",Draw what happens in a tension pneumothorax - explain it
1627851634074,h~{62(r#0g,1625307584571,1627851634,201,,What needs to be done with a tension pneumothorax? | Chest tube - to get the air out,What needs to be done with a tension pneumothorax?
1627851644502,u1&[(yu)3H,1625307584571,1627851644,201,,"Mesothelioma is typically associated with exposure to what? explain its link with pleural effusion | <div>Asbestos</div>
<div>Mesothelium involved with the production of pleural fluid - cancer cells divide very rapidly so they rapidly produce the pleural fluid</div>",Mesothelioma is typically associated with exposure to what? explain its link with pleural effusion
1627901630267,rPr;]vw}*#,1625307584571,1627901630,206,,"Non functional tumours often present with what? | Mass effect - so bitemporal hemianopsia, hypopituitarism and headache&nbsp;",Non functional tumours often present with what?
1627901699333,j#ERan30:O,1625307584571,1627901699,206,,Prolactinmoa presentation in famels and males?&nbsp; | Females - Galactorrhoea and amenorrhoea&nbsp;<br><br>Males - low libido and headache (since men don't have the lobule unit only have the terminal duct)&nbsp;,Prolactinmoa presentation in famels and males? 
1627901727625,zI=qLexCeV,1625307584571,1627901727,206,,Treatment for prolactinoma? | Cabergoline or bromocriptine - dopamine agonists&nbsp;,Treatment for prolactinoma?
1627901756120,mqBi/TZh)O,1625307584571,1627901756,206,,"Acromegaly in adults presentation? | Enlarged bones of hands, feet and jaw&nbsp;<br>Growth of vsiceral organs - like cardiac failure&nbsp;<br>Enlargement of tongue&nbsp;",Acromegaly in adults presentation?
1627901779246,Oo&|9s%m]!,1625307584571,1627901779,206,,What might GH lead to and why in terms of blood sugars? | Diabetes&nbsp;<br><br>Since GH inhibits the uptake of glucose in to cells&nbsp;,What might GH lead to and why in terms of blood sugars?
1627901808470,AFSy#Zj<Oj,1625307584571,1627901808,206,,Diagnosis of acromegaly? | Oral glucose suppression test - paradoxcial rise when given glucose - or just not suppressed&nbsp;,Diagnosis of acromegaly?
1627901876993,kwGYxD@QN#,1625307584571,1627901876,206,,Causes for hypopituitarism? | Pituitary adenoma - mass effect or pituitary apoplexy (since increased blood supply but then hemorrhage compressing against pituitary gland)&nbsp;<br><br>Sheehan syndrome&nbsp;<br><br>Empty sella syndrome&nbsp;,Causes for hypopituitarism?
1627901910681,CC94t:EEvy,1625307584571,1627901910,206,,"In Sheehan syndrome, what happens to the pituitary gland in pregnancy? | Doubles in size = but blood supply does not increase significantly&nbsp;<br><br>Then hemorrhage - not enough blood to supply it&nbsp;","In Sheehan syndrome, what happens to the pituitary gland in pregnancy?"
